City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
632,Erzin,TR,83.12,clear sky,36.96,36.2,
634,Dorna,RO,65.97,scattered clouds,47.35,25.43,
635,Elizabeth City,US,82.42,clear sky,36.29,-76.25,
636,Coruripe,BR,72.64,clear sky,-10.13,-36.18,
637,Kalaleh,IR,81.14,broken clouds,37.38,55.49,
638,Kloulklubed,PW,83.77,overcast clouds,7.04,134.26,
639,Panzhihua,CN,74.93,moderate rain,26.59,101.71,
641,Casalmaggiore,IT,68.94,clear sky,44.99,10.42,
642,Kailua,US,87.78,light rain,21.4,-157.74,
643,Bosaso,SO,85.64,overcast clouds,11.28,49.18,
645,Kimbe,PG,86.77,light rain,-5.55,150.14,
646,Liusha,CN,83.39,few clouds,27.21,108.59,
647,Amapa,BR,70.61,clear sky,1.0,-52.0,
648,Okoneshnikovo,RU,64.71,clear sky,54.84,75.08,
650,Oriximina,BR,77.32,clear sky,-1.77,-55.87,
652,Tahta,EG,79.86,few clouds,26.77,31.5,
653,Costinesti,RO,75.02,clear sky,43.95,28.63,
655,Nabire,ID,87.55,overcast clouds,-3.37,135.48,
657,Ugoofaaru,MV,82.62,broken clouds,5.67,73.0,
658,Sovetskaya Gavan,RU,78.85,overcast clouds,48.97,140.29,
659,Tazmalt,DZ,82.56,clear sky,36.39,4.4,
662,Hatillo,PR,82.08,broken clouds,18.49,-66.83,
663,Filingue,NE,81.21,overcast clouds,14.35,3.32,
665,Andenes,NO,60.46,fog,69.31,16.12,
667,Moissala,TD,68.02,overcast clouds,8.34,17.77,
668,Najran,SA,79.05,few clouds,17.49,44.13,
669,Novaci,RO,70.74,clear sky,45.18,23.67,
671,Kulu,TR,64.02,clear sky,39.1,33.08,
672,Itoman,JP,88.18,broken clouds,26.12,127.67,
673,Djougou,BJ,70.05,light rain,9.71,1.67,
674,Zhanaozen,KZ,74.66,overcast clouds,43.3,52.8,
676,Paramonga,PE,64.54,broken clouds,-10.67,-77.83,
678,Kenai,US,69.03,clear sky,60.55,-151.26,
679,Chifeng,CN,78.69,light rain,42.27,118.96,
680,Margate,GB,63.03,overcast clouds,51.38,1.39,
681,Inzhavino,RU,65.55,scattered clouds,52.32,42.49,
682,Golden,US,86.36,few clouds,39.76,-105.22,
684,Moses Lake,US,79.48,clear sky,47.13,-119.28,
685,Nantucket,US,71.15,few clouds,41.28,-70.1,
